Question,Initial,Cosine_Similarity,Generated Answer,Cosine_Similarity_Initial_Generated,Cosine_Similarity_Question_Generated,Euclidean_Distance_Initial_Generated,Euclidean_Distance_Question_Generated,Manhattan_Distance_Initial_Generated,Manhattan_Distance_Question_Generated
"Question: A 40-year-old man is brought to an urgent care clinic by his wife with complaints of dizziness and blurring of vision for several hours. His wife adds that he has had slurred speech since this morning and complained of difficulty swallowing last night. His wife mentions that her husband was working outdoors and ate stew with roasted beef and potatoes that had been sitting on the stove for the past 3 days. The patient's past medical history is unremarkable. A physical examination reveals right eye ptosis and palatal weakness with an impaired gag reflex. Cranial nerve examination reveals findings suggestive of CN V and VII lesions. What is the mechanism of action of the toxin that is the most likely cause of this patient’s symptoms?
Options:
A. Expression of superantigen
B. Inhibition of glycine and GABA
C. Inhibition of the release of acetylcholine
D. Ribosylation of the Gs protein
",OPTION C IS CORRECT.,0.7622335,OPTION B IS CORRECT.,0.9590702,0.2629052,0.608996,2.062911,8.404778862,28.45406471
"Question: Can macular degeneration in only one eye cause dizziness?
","Lightheadedness occurs when your brain does not get enough blood. This may occur if:  - You have a sudden drop in blood pressure.  - Your body does not have enough water (is dehydrated) because of vomiting, diarrhea, fever, and other conditions.  - You get up too quickly after sitting or lying down (this is more common in older people).    Lightheadedness may also occur if you have the flu, low blood sugar, a cold, or allergies.  More serious conditions that can lead to light-headedness include:  - Heart problems, such as a heart attack or abnormal heart beat  - Stroke  - Bleeding inside the body  - Shock (extreme drop in blood pressure)    If any of these serious disorders are present, you will usually also have symptoms like chest pain, a feeling of a racing heart, loss of speech, change in vision, or other symptoms.  Vertigo may be due to:  - Benign positional vertigo, a spinning feeling that occurs when you move your head  - Labyrinthitis, a viral infection of the inner ear that usually follows a cold or flu  - Meniere's disease, a common inner ear problem    Other causes of lightheadedness or vertigo may include:  - Use of certain medicines  - Stroke  - Multiple sclerosis  - Seizures  - Brain tumor  - Bleeding in the brain",0.885054,"Yes, macular degeneration in only one eye can cause dizziness.",0.6995769,0.97323966,0.90941674,0.29646125,12.36852191,4.009315491
"Question: A 35 year old male complains of headaches and inability to read near objects. Most probable diagnosis
Options:
A. Presbyopia
B. Myopia
C. Astigmatism
D. Hypermetropia
"," Hypermetropia presents with complains of difficulty in near vision. When the amount of hypermetropia is such that it is not fully corrected by the voluntary accommodative effos, then the patients complain of defective vision which is more for near than distance and is associated with asthenopic symptoms due to sustained accommodative effos. Myopia and astigmatism generally doesn't present with complains of inability to read near objects. Presbyopia presents after age of 40 years.

OPTION D IS CORRECT.",0.9422821," Ans. is 'd' i.e., Hypermetropia

OPTION B IS CORRECT.",0.42279673,0.32898572,1.6222072,1.7620177,22.70816052,24.88563201
"Question: Contraindications to use of Beta Blockers
Options:
A. Bronchial asthma
B. Hypeension
C. Tachycardia
D. Glaucoma
"," * Bronchial asthma is an absolute contraindication of non selective beta Blockers - as they induce bronchoconstriction by knocking off beta 2 mediated adrenergic bronchodilation. Ref:- Sharma's Principles of Pharmacology 3rd Ed; Pg No:- 191-2

OPTION A IS CORRECT.",0.93029374," Ans. is 'a' i.e., Bronchial asthma

OPTION B IS CORRECT.",0.7078208,0.61403435,1.0701679,1.3123537,14.9314873,18.39474134
What is the recommended treatment for bilateral hypermetropic amblyopia in a 5-year-old patient ?,"The recommended treatment for bilateral hypermetropic amblyopia in a 5-year-old patient is to prescribe spectacles with the full plus correction of +8.00 sphere for both eyes. This is because patients with bilateral high hypermetropic amblyopia do not fully accommodate and require their full plus correction to provide a clear retinal image. It is important to ensure that the spectacles are worn full-time, even during activities like bathing or swimming, to effectively treat the amblyopia.",0.9490486,The recommended treatment for bilateral hypermetropic amblyopia in a 5-year-old patient involves the use of photodynamic therapy (PDT) to improve visual acuity and reduce the risk of vision loss. PDT is commonly used in cases where the patient's visual field is poor or if there is no improvement in the visual field. It is important to consult with an ophthalmologist to determine the most appropriate treatment plan based on the individual patient's specific needs and visual needs.,0.88862675,0.81641555,0.42995274,0.70590097,5.978516031,10.0157581
What is the natural progression and clinical presentation of geographic atrophy (GA) in age-related macular degeneration (AMD) ?,"Geographic atrophy (GA) in age-related macular degeneration (AMD) typically develops in eyes that have pre-existing drusen or pigmentary alterations. As the drusen fade, focal areas of atrophy may arise, enlarge, and eventually evolve into GA. Alternatively, mottled hypopigmentation areas can also predispose to the development of GA. The progression of GA goes through several stages. Initially, single or multifocal areas of GA may be found around the fovea. Over time, these areas can coalesce and form a horseshoe-shaped atrophy that spares the foveal center. This horseshoe-shaped atrophy may then close off into a ring of atrophy that still allows foveal preservation. In advanced stages, the fovea itself becomes atrophic and nonseeing due to further coalescence of the GA. Patients with advanced GA may require the use of eccentric retinal loci for fixation and visual perception. It is important to note that GA may also occur secondary to retinal pigment epithelium (RPE) detachment. RPE detachments can flatten and evolve into GA, with the location of the GA dependent on the preceding location of the RPE detachment. Visual loss in GA tends to be gradual and subtle, occurring over a span of several years. Consequently, patients may only seek medical attention when the central GA becomes solid and noticeable. GA continues to enlarge over time, with a median rate of enlargement of approximately 1.8 MPS (Macular Photocoagulation Study) disk areas over a 2-year period. The extent of total atrophic area enlargement varies among individuals affected by GA and can impact visual function and quality of life. Regular monitoring and timely intervention are essential in managing GA to help optimize visual outcomes for patients.",0.9291048,"Geographic atrophy (GA) in age-related macular degeneration (AMD) is a condition characterized by the accumulation of abnormal blood vessels in the macula. The progression of GA can vary depending on the underlying cause and severity of the disease. In the early stages, GA is characterized by a gradual loss of blood vessels, leading to a gradual decline in blood vessel function. However, in the late stages, there is a gradual increase in blood vessels and a gradual decrease in blood flow to the retina. It is important for ophthalmologists to closely monitor the progression and clinical presentation of GA in patients with AMD.",0.86828697,0.76144886,0.46549648,0.86559755,6.322764642,11.95426802
"Question: Are the teller acuity cards effective in detecting amblyopia?
Context: Detection of amblyopia in infants and toddlers is difficult because the current clinical standard for this age group, fixation preference, is inaccurate. Although grating acuity represents an alternative, studies of preschoolers and schoolchildren report that it is not equivalent to the gold standard optotype acuity. Here, we examine whether the Teller Acuity Cards (TAC) can detect amblyopia effectively by testing children old enough (7.8 +/- 3.6 years) to complete optotype acuity testing. Grating acuity was assessed monocularly in 45 patients with unilateral amblyopia, 44 patients at risk for amblyopia, and 37 children with no known vision disorders. Each child's grating acuity was classified as normal/abnormal based on age-appropriate norms. These classifications were compared with formal amblyopia diagnoses. Grating acuity was finer than optotype acuity among amblyopic eyes (medians: 0.28 vs. 0.40 logMAR, respectively, p < 0.0001) but not among fellow eyes (medians: 0.03 vs. 0.10 logMAR, respectively, p = 0.36). The optotype acuity-grating acuity discrepancy among amblyopic eyes was larger for cases of severe amblyopia than for moderate amblyopia (means: 0.64 vs. 0.18 logMAR, respectively, p = 0.0001). Nevertheless, most cases of amblyopia were detected successfully by the TAC, yielding a sensitivity of 80%. Furthermore, grating acuity was relatively sensitive to all amblyopia subtypes (69 to 89%) and levels of severity (79 to 83%).","Although grating acuity is finer than optotype acuity in amblyopic eyes, most children with amblyopia were identified correctly suggesting that grating acuity is an effective clinical alternative for detecting amblyopia.

yes",0.9546707,"The TAC is effective in detecting amblyopia in infants and toddlers.

yes",0.77269393,0.8108197,0.7557976,0.69084346,10.41773793,9.664016866
"Question: A 54-year-old woman comes to the emergency department because of drooping on the left side of her face since that morning. She also reports difficulty closing her eyes and chewing. During the neurologic examination, the physician asks the patient to open her jaw against resistance. Which of the following muscles is most likely activated in this movement?
Options:
A. Lateral pterygoid
B. Masseter
C. Hyoglossus
D. Buccinator
","
Option A: Lateral pterygoid: The lateral pterygoid muscle is responsible for various movements of the jaw, including opening the jaw against resistance. It acts as a depressor and protruder of the mandible. This muscle is likely activated when the patient is asked to open her jaw against resistance.

Option B: Masseter: The masseter muscle is one of the primary muscles involved in chewing. It elevates and closes the jaw. While it is also involved in opening the jaw, it is not the primary muscle activated when opening the jaw against resistance as described in the case.

Option C: Hyoglossus: The hyoglossus muscle is responsible for depressing and retracting the tongue. It is not directly involved in opening or closing the jaw.

Option D: Buccinator: The buccinator muscle is responsible for compressing the cheeks against the teeth and is involved in various movements during chewing. It is not directly involved in opening or closing the jaw against resistance.
OPTION A IS CORRECT.",0.9495902,OPTION B IS CORRECT.,0.24160497,0.1957866,2.0888374,2.1235776,29.03037989,29.41057822
"Question: Does vitamin A Palmitate and Carbomer Gel protect the Conjunctiva of Patients With Long-term Prostaglandin Analogs Application?
Context: To investigate the protective effects of vitamin A palmitate and carbomer gel on the morphology of conjunctival epithelium and density of goblet cells (GCs) in patients on long-term prostaglandin analogs (PGAs) application. In this prospective cohort study, 23 primary open-angle glaucoma patients and 7 normal-tension glaucoma patients prescribed PGAs for >1 year were enrolled into 3 identical clinical trials and randomized into 3 groups (10 per group). Patients were treated twice daily with vitamin A palmitate eye gel 0.1%, or carbomer eye gel 0.2%, or no additional application of these 2 drugs. Ocular surface disease index questionnaires, Schirmer 1 test without anesthesia, tear break-up time test, and GCs density assessment by in vivo confocal microscopy and conjunctival impression cytology analysis were performed at baseline and at months 1, 3, and 6 of the study. Both vitamin A palmitate and carbomer gel led to a significant improvement in ocular surface disease index questionnaires score and prevented the gradual decline in tear break-up time. Vitamin A palmitate significantly increased the GC density after treatment. The GC density assessed by in vivo confocal microscopy positively correlated with that measured by conjunctival impression cytology.","Vitamin A palmitate and carbomer eye gel can effectively relieve dry eye symptom caused by long-term application of PGAs by increasing the GCs density and thereby reducing the toxicity to the conjunctiva. Vitamin A palmitate and carbomer eye gel may be valuable alternatives for glaucoma patients who prescribed long-term PGAs.

yes",0.96011776,"Vitamin A palmitate and carbomer gel protect the conjunctiva of patients prescribed PGAs for >1 year.

yes",0.8518009,0.827191,0.6002008,0.64380205,8.237835138,8.87625479
What are the appropriate medications for managing astigmatism in different age groups ?,"The management of astigmatism depends on various factors such as the patient's age and the severity of astigmatism. In infants, it is important to note that most cases of astigmatism of at least 1 D tend to decrease naturally as the child grows older. Therefore, medication may not be necessary for infants with astigmatism unless it is causing significant visual impairment. However, regular monitoring of astigmatism progression is recommended. For preschool children, with-the-rule astigmatism is commonly observed, and it tends to stabilize towards adolescence. Medications are generally not prescribed for astigmatism in this age group unless associated with other eye conditions requiring treatment. In early adulthood, the occurrence of astigmatism greater than one diopter is infrequent and often follows the with-the-rule pattern. Medications are not typically required for simple astigmatism, but corrective lenses, such as glasses or contact lenses, may be prescribed to improve visual acuity if necessary. In older adults, against-the-rule astigmatism becomes more prevalent, particularly in those over 40 years of age. However, medications are not the primary treatment for astigmatism in this age group. Astigmatism associated with cataracts or changes in the refractive index of the crystalline lens may require surgical intervention, such as cataract extraction with intraocular lens implantation. It is important to note that the appropriate management of astigmatism should be determined on an individual basis by an ophthalmologist. Regular eye examinations and discussions with your ophthalmologist will allow for the best course of action to address astigmatism based on your specific needs.",0.9241183,"The appropriate medications for managing astigmatism in different age groups depend on the severity of the condition and the underlying cause. In some cases, medications may be prescribed to address the underlying condition. For example, if the patient is suffering from a severe refractive error, it may be recommended to consult with an ophthalmologist to determine the most appropriate medication for their specific condition. It is important to note that the specific medications used may vary depending on the individual patient's specific condition and individual circumstances. However, it is recommended to refer to ophthalmology books and resources for more detailed information on the appropriate medications and treatment options.",0.8925837,0.8372368,0.42316672,0.58589965,5.855113777,8.269789483
"Question: Is retinal ganglion cell ( RGC ) death in glaucomatous beagles associated with mutations in p53 and NTF4 genes?
Context: Glaucoma in humans is a second leading cause of irreversible vision loss in the world and can affect all age groups as well as all populations. The precise mechanism of retinal ganglion cell (RGC) death and progressive degeneration of optic nerve in glaucoma is not understood. It has been suggested that apoptosis is the common pathway that leads to the death of RGCs in glaucoma and that neurotrophin 4 (NTF4) protein plays a role in the protection of RGCs by activating tyrosine kinase receptors. Additionally, one previous study suggested that p53 codon 72 polymorphism (R72P) might have a greater susceptibility to apoptosis in some ethnic population. Glaucoma also occurs in dogs, and the primary glaucoma in beagles is inherited as an autosomal recessive trait. Although recently a candidate gene has been isolated, the mechanism underlying RGC death is not understood. To understand whether the same p53 and NTF4 pathway mechanism is involved in a beagle model of glaucoma, we have isolated NTF4 gene from dog and analyzed both p53 and NTF4 genes for mutations in glaucomatous animals. Our analyses failed to identify any disease-causing mutations in both genes with the exception of two polymorphisms in NTF4 gene. However, these are not pathogenic changes because they are also present in normal animals and are not segregated with the disease.","These results suggest that impaired neurotrophin signaling or compromised trophic support to the retina and p53-mediated apoptosis may not be the underlying mechanism of RGCs death in a beagle model of glaucoma.

no",0.9436916,"These results suggest that RGC death in beagles is associated with mutations in p53 and NTF4 genes.

yes",0.76664495,0.8284362,0.70191276,0.5665802,9.861494215,7.766821362
"Question: Is a CAT reporter construct containing 277bp GNAT2 promoter and 214bp IRBP enhancer specifically expressed by cone photoreceptor cells in transgenic mice?
Context: The alpha-subunit of human cone transducin plays an important role in interacting with visual pigment and activating the cGMP-dependent phosphodiesterase (cGMP-PDE). The human GNAT2 gene (cone transducin alpha-subunit) has been cloned and characterized by Fong et al. In this report, we describe the use of transgenic mice to characterize the tissue specificity of the GNAT2 promoter. A chimeric reporter gene construct which consists of a 277 bp 5'-flanking fragment of the GNAT2 gene at 5' end of the chloramphenicol acetyltransferase (CAT) gene and a 214 bp enhancer region from the human interphotoreceptor retinoid-binding protein (IRBP) gene at the 3' end of the CAT gene was used to generate transgenic mice. Transgenic mice were identified by Southern blot hybridization and polymerase chain reaction (PCR) analysis using tail DNA from experimental animals. Immunostaining was used to study the developmental expression of CAT and the endogenous GNAT2 gene. Analysis of four transgenic mouse lines revealed that three lines had low CAT activity in the retina. The CAT gene, along with the endogenous GNAT2 gene, was expressed at high levels in cone photoreceptor cells in the fourth transgenic mouse line as determined by CAT enzyme assays and immunostaining.","The results show that the 277 bp 5'-flanking sequence from the human GNAT2 gene coupled with the 214 bp IRBP enhancer can direct a tissue-specific expression pattern of CAT reporter gene in mouse retina, which parallels the expression pattern of endogenous GNAT2.

yes",0.9605725,"These results indicate that the GNAT2 promoter is expressed at high levels in cone photoreceptor cells in transgenic mice.

yes",0.75570804,0.8478375,0.7152321,0.5523001,10.04289559,7.841488548
"Question: Is pigment epithelium-derived factor gene Met72Thr polymorphism associated with increased risk of wet age-related macular degeneration?
Context: To investigate the Met72Thr (T/C) polymorphism (rs1136287) of pigment epithelium-derived factor (PEDF) gene exon 3 in unrelated Taiwan Chinese patients with late age-related macular degeneration (AMD) and control subjects without AMD. Retrospective case-control study. We enrolled 190 unrelated Taiwan Chinese patients with late AMD and 90 age- and gender-matched control subjects. Grading of late AMD was classified based on a standardized set of diagnostic criteria established by the International Age-Related Maculopathy Epidemiologic Study. Late AMD was classified as either atrophic (dry, grade 4) or neovascular (wet, grade 5). Atrophic AMD refers to dry late-stage AMD without neovascularization, and wet AMD refers to neovascular AMD. Genomic deoxyribonucleic acid was prepared from peripheral blood obtained from all AMD patients and control subjects. Polymerase chain reaction analysis was used to analyze this polymorphism. Of the 190 participants with late AMD, atrophic AMD was diagnosed in 104 patients and wet AMD was diagnosed in 86 patients. The genotype distribution of the Met72Thr (T/C) variant of PEDF was TT (homozygous T), TC (heterozygous), and CC (homozygous C). The T allele was found significantly more frequently in wet AMD patients than in controls (50% vs 31%; P =.0005). The allele frequencies in atrophic AMD (30%) and controls (31%) did not differ significantly (all P = .87). The homozygous T genotype was more prevalent in wet AMD than in controls (26/86 [30%] vs nine/90 [10%]; odds ratio, 3.9; all P = .0015). The homozygous T genotype in atrophic AMD patients (8%) and controls (10%) did not differ significantly (all P = .75).","Our data suggest that the PEDF Met72Thr T allele may be a risk factor for wet AMD in the Taiwan Chinese population. PEDF may play a role in the pathogenesis of wet AMD.

yes",0.9264727,"The T/C variant of PEDF is associated with an increased risk of wet AMD.

yes",0.7659076,0.7659196,0.702275,0.68919396,9.671359545,9.469831278
What are the common causes of retinal artery occlusions ?,"Retinal artery occlusions can occur due to various causes, with emboli being a frequent factor. Inflammatory processes, such as temporal arteritis (Horton's arteritis), can also lead to retinal artery occlusions. It is important to consider these potential etiologies when evaluating patients presenting with retinal artery occlusions.",0.9375024,"Retinal artery occlusions can be caused by various factors. One common cause is retinal artery vascular occlusion, which can occur due to various factors such as vascular endothelial growth factor (VEGF) dysfunction, retinal vasculitis, and retinal vascular endothelium (RPE). VEGF dysfunction can lead to the formation of retinal arterioles, which are the blood vessels responsible for blood flow to the retina. Other causes include retinal endothelial dysfunction, vascular vasculopathy, and vascular vascular disease. It is important for ophthalmologists to consider these factors when determining the most appropriate management approach for patients with these conditions.",0.9074639,0.86555654,0.5037918,0.74328077,6.934798702,9.954026508
What is the most effective treatment for chronic wounds that result in the destruction of healthy tissue ?,"The most effective treatment for chronic wounds that result in the destruction of healthy tissue involves a multidisciplinary approach aimed at addressing the underlying factors contributing to impaired wound healing and promoting wound closure. This may include a combination of local wound care, infection control, debridement, offloading, and addressing systemic factors such as nutrition and comorbidities. Local wound care plays a crucial role in promoting wound healing. This involves cleaning the wound, removing nonviable tissue (debridement), and applying appropriate dressings to maintain a moist wound environment. The choice of dressing may vary depending on the type of wound, presence of infection, and level of exudate. Various advanced dressings, such as hydrogels, hydrocolloids, foams, and antimicrobial dressings, may be utilized to optimize wound healing. Infection control is another important aspect of chronic wound management. Chronic wounds are often associated with bacterial colonization or infection, which can impede healing. Identification and management of infection through appropriate wound cultures and targeted antibiotic therapy, if necessary, are essential. Debridement, the removal of devitalized tissue, is often necessary to promote wound healing. This can be achieved through different methods, including surgical debridement, enzymatic debridement, autolytic debridement (using dressings that promote the body's own enzymes to break down necrotic tissue), or mechanical debridement (such as wet-to-dry dressings). Offloading is crucial for wounds located on weight-bearing areas or pressure points. Reducing pressure through the use of specialized footwear, orthotics, or other offloading devices helps to prevent further tissue damage and allows for healing to occur. Addressing systemic factors that may impair wound healing is equally important. This includes optimizing nutrition, managing comorbidities such as diabetes or vascular disease, and addressing any underlying immunodeficiencies. It is worth noting that the management of chronic wounds is complex and varies depending on individual patient characteristics and wound characteristics. Therefore, a comprehensive assessment by a healthcare professional with expertise in wound care is essential to develop an individualized treatment plan. References: 1. Gottrup F. A specialized wound-healing center concept: importance of a multidisciplinary department structure and surgical treatment facilities in the treatment of chronic wounds. Am J Surg. 2004 May;187(5A):38S-43S. doi: 10.1016/s0002-9610(03)00310-7. PMID: 15147980. 2. Schultz GS, Sibbald RG, Falanga V, et al. Wound bed preparation: a systematic approach to wound management. Wound Repair Regen. 2003 Nov-Dec;11 Suppl 1(Suppl 1):S1-28. doi: 10.1046/j.1524-475X.11.s2.1.x. PMID: 14617278.",0.9087635,"The most effective treatment for chronic wounds that result in the destruction of healthy tissue depends on the underlying cause and the severity of the wound. In cases where the wound is not fully healed, surgical intervention may be necessary. The choice of treatment depends on various factors, including the severity and extent of the injury, the patient's overall health, and the extent of damage to the surrounding tissue. In some cases, surgical interventions may be considered, such as the use of laser photocoagulation (PRT) or surgical intervention. PRT involves the removal of the damaged tissue and replacing it with a non-surgical approach. It is important to note that the choice of surgical approach should be individualized based on the individual patient's specific condition and the specific needs of each individual. In such cases, it is crucial to consult with an ophthalmologist or an oculoplastic surgeon to determine the most appropriate treatment plan for each individual case.",0.8983551,0.8567932,0.3961702,0.51539797,5.573151836,7.238746018
Can non-compliance with a recommended treatment or practice lead to worsening outcomes in ophthalmology ?,"Non-compliance with recommended treatments or practices can certainly lead to worsening outcomes in ophthalmology. In the field of ophthalmology, adherence to treatment plans and following recommended practices is crucial for achieving optimal outcomes. Failure to do so can result in various complications and worsening of eye conditions. For instance, in the context of eye diseases like glaucoma, patients are often prescribed medications to lower intraocular pressure. If a patient consistently fails to take their prescribed eye drops as directed, their intraocular pressure may not be adequately controlled, leading to further progression of the disease and potential vision loss. Similarly, in surgical cases, non-compliance with post-operative instructions, such as avoiding rubbing the eyes or missing follow-up appointments, can disrupt the healing process and compromise the surgical outcome. It is essential for patients to understand and adhere to the recommended post-operative care guidelines provided by their ophthalmologist to ensure the best chance of a successful recovery. In summary, non-compliance with recommended treatments and practices in ophthalmology can have detrimental effects on patient outcomes. It is essential for both patients and healthcare providers to work together in partnership to ensure treatment adherence and improve overall eye health.",0.9436179,"Non-compliance with a recommended treatment or practice can lead to worsening outcomes in ophthalmology. It is important to note that non-compliance is not the sole cause of worsening outcomes. However, it is crucial to consider the potential risks and benefits associated with noncompliance. In cases where there is a significant risk of adverse effects or complications, such as corneal ulcers, corneas, or other conditions, it may be advisable to consult with an ophthalmologist to determine the most appropriate treatment and practice.",0.8983208,0.7809102,0.41021428,0.7028055,5.706843019,9.861574947
Question: What are the symptoms of Corneal endothelial dystrophy type 2 ?,"What are the signs and symptoms of Corneal endothelial dystrophy type 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Corneal endothelial dystrophy type 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Congenital corneal dystrophy - Opacification of the corneal stroma - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.
Reference: https://rarediseases.info.nih.gov/gard/6196/corneal-endothelial-dystrophy-type-2",0.8981887,"What are the signs and symptoms of Corneal endothelial dystrophy type 2? The Human Phenotype Ontology (HPO) provides the following list of signs and symptom types for Cornea's disease. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance

OPTION B IS CORRECT.",0.9435674,0.75741136,0.3082985,0.90479,4.240334245,12.49919366
What is the main treatment modality for basal cell carcinoma ?,"The main treatment modality for basal cell carcinoma is surgical excision of the lesion with microscopic monitoring of its margins, or Mohs microsurgery. Other surgical and non-surgical modalities include curettage and electrodessication, cryosurgery, radiotherapy, chemotherapy, photodynamic therapy, and immunotherapy. The appropriate therapy depends on factors such as the patient's age, anticipated life expectancy, and the location, size, and pattern of growth characteristics of the lesion.",0.9151894,"The main treatment modality for basal cell carcinoma involves the use of anti-vascular endothelial growth factor (anti-VEGF) agents. These agents work by inhibiting the growth of abnormal blood vessels in the basal cell, thereby reducing the risk of metastasis. However, it is important to note that the choice of treatment should be individualized based on the individual patient's specific needs and potential side effects.",0.8721116,0.8039214,0.5083677,0.7875325,6.797279524,10.91023718
"Question: Which of the following is not true about cataract surgery rate?
Options:
A. Cataract surgery rate is defined as total number of cataract surgeries performed per million population
B. A target cataract surgery rate of 3000 per million
C. Cataract surgery- rate is a true rate
D. It is an indicator success of blindness control programme
"," Ans. c. Cataract surgery rate is a true rate (Ref: www.ncbI.nlm.nih.gov/pmc/articles/PMC2612994/'Current status of cataract blindness and Vision 2020: The right to sight initiative in India ' Murthy. Sanjeev K Gupta et al)'CSR is defined as (Total number of cataract surgeries performed/Total population) x 1,000,000''Conventionally, a rate as defined in epidemiology has a numerator which is related to and derived from the denominator and has a specific time dimension (such as one year). As against 'rates', CSR is a proportion, where the numerator may not be derived from the denominator.''Cataract surgical rate is a quantifiable measure of the delivery of cataract services in a country. It is thus a good indicator of how well a country is organizing its efforts in tackling cataract-related blindness,'A CSR of 3000 was targeted under Vision 2020: the right to sight, for India, by the year 2000. Current trends show that this target has been achieved, but still there are regional disparities across the country.Cataract Surgical Rate (CSR)CSR is defined as '(Total number of cataract surgeries performed / Total population) x 1,000,000'Conventionally, a rate as defined in epidemiology has a numerator which is related to and derived from the denominator and has a specific time dimensionQ (such as one year).As against 'rates'. CSR is a proportion, where the numerator may not be derived from the denominatorQ.Cataract surgical rate is a quantifiable measure of the delivery of cataract services in a country. It is thus a good indicator of how well a country is organizing its efforts in tackling cataract-related blindnessQ.There has been a substantial increase in CSR in India especially after the inception of the World Bank-supported Cataract Blindness Control Project.A CSR of 3000 was targeted under Vision 2020Q: the right to sight, for India, by the year 2000. Current trends show that this target has been achieved, but still there are regional disparities across the country.

OPTION C IS CORRECT.",0.934301," Ans. is 'a' i.e., Cataract surgery rate is defined as total number of cataract surgeries performed per million population

OPTION B IS CORRECT.",0.7430448,0.911058,0.78069806,0.47971088,10.4412333,6.577700864
"Question: Is social anxiety related to increased dwell time on socially threatening faces?
Context: Identification of reliable targets for therapeutic interventions is essential for developing evidence-based therapies. Threat-related attention bias has been implicated in the etiology and maintenance of social anxiety disorder. Extant response-time-based threat bias measures have demonstrated limited reliability and internal consistency. Here, we examined gaze patterns of socially anxious and nonanxious participants in relation to social threatening and neutral stimuli using an eye-tracking task, comprised of multiple threat and neutral stimuli, presented for an extended time-period. We tested the psychometric properties of this task with the hope to provide a solid stepping-stone for future treatment development. Eye gaze was tracked while participants freely viewed 60 different matrices comprised of eight disgusted and eight neutral facial expressions, presented for 6000ms each. Gaze patterns on threat and neutral areas of interest (AOIs) of participants with SAD, high socially anxious students and nonanxious students were compared. Internal consistency and test-retest reliability were evaluated. Participants did not differ on first-fixation variables. However, overall, socially anxious students and participants with SAD dwelled significantly longer on threat faces compared with nonanxious participants, with no difference between the anxious groups. Groups did not differ in overall dwell time on neutral faces. Internal consistency of total dwell time on threat and neutral AOIs was high and one-week test-retest reliability was acceptable.","Only disgusted facial expressions were used. Relative small sample size.

yes",0.8764887,"Gaze patterns of socially anxious and nonanxious participants were significantly longer on threat faces compared with those with SAD. These findings suggest that social anxiety may be related to increased dwell time on threat and neutral AOIs.

yes",0.58084136,0.9086428,1.0300679,0.3879093,14.26711321,5.314166925
"Question: Does short ragweed pollen trigger allergic inflammation through Toll-like receptor 4-dependent thymic stromal lymphopoietin/OX40 ligand/OX40 signaling pathways?
Context: Allergic diseases affect a large population. Pollen, an ubiquitous allergen, is the trigger of seasonal rhinitis, conjunctivitis, and asthma, as well as an exacerbating factor of atopic dermatitis. However, the underlying mechanism by which pollen induces thymic stromal lymphopoietin (TSLP)-triggered allergic inflammation through epithelial innate immunity is largely unknown. We sought to explore whether short ragweed (SRW) pollen induces TSLP/OX40 ligand (OX40L)/OX40 signaling through Toll-like receptor (TLR) 4-dependent pathways in patients with allergic disease. Three models were used for this study, a well-characterized murine model of allergic conjunctivitis induced by SRW pollen, a topical challenge model on the murine ocular surface, and a culture model of primary human corneal epithelium exposed to aqueous extract of defatted SRW pollen (SRWe). The topical challenges with SRW pollen generated typical allergic conjunctivitis in BALB/c mice. Clinical signs, stimulated TSLP/OX40L/OX40 signaling, and T(H)2 cytokine levels in the ocular mucosa and draining cervical lymph nodes were significantly reduced or eliminated in TLR4-deficient (Tlr4-d) or myeloid differentiation primary response gene 88 (MyD88) knockout (MyD88(-/-)) mice compared with those seen in their wild-type littermates. SRWe stimulated TSLP production by ocular epithelia in wild-type but not Tlr4-d or MyD88(-/-) mice. SRWe-stimulated TSLP was blocked by TLR4 antibody and nuclear factor κB inhibitor in murine and human corneal epithelia.","For the first time, we have shown that SRW pollen, acting as a functional TLR4 agonist, initiates TLR4-dependent TSLP/OX40L/OX40 signaling, which triggers T(H)2-dominant allergic inflammation. These findings shed light on the understanding of mucosal epithelial innate immunity and create new therapeutic targets to cure allergic diseases.

yes",0.95764375,"SRW pollen induces allergic conjunctivitis through Toll-like receptor 4-dependent thymic stromal lymphopoietin/OX40L)/OX40 signaling pathways.

yes",0.7348402,0.8877961,1.2009268,0.9032943,16.17972954,12.54697257
